group,cell_id,sheath_id,sheath_length,somas,bites
Irf8_MO,17,1,24.248,5,0
Irf8_MO,17,2,37.017,5,0
Irf8_MO,17,3,58.837,5,0
Irf8_MO,17,4,8.817,5,0
Irf8_MO,17,5,24.697,5,0
Irf8_MO,17,6,20.917,5,0
Irf8_MO,17,7,12.208,5,0
Irf8_MO,17,8,23.454,5,0
Irf8_MO,17,9,10.606,5,0
Irf8_MO,17,10,22.158,5,0
Irf8_MO,17,11,9.231,5,0
Irf8_MO,17,12,9.37,5,0
Irf8_MO,17,13,19.86,5,0
Irf8_MO,17,14,17,5,0
Irf8_MO,17,15,19.059,5,0
Irf8_MO,17,16,7.142,5,0
Irf8_MO,17,17,17.247,5,0
Irf8_MO,17,18,24.233,5,0
Irf8_MO,17,19,34.525,5,0
Irf8_MO,18,1,27.719,0,0
Irf8_MO,18,2,48.849,0,0
Irf8_MO,18,3,23.134,0,0
Irf8_MO,18,4,26.756,0,0
Irf8_MO,18,5,54.151,0,0
Irf8_MO,18,6,15.191,0,0
Irf8_MO,18,7,55.361,0,0
Irf8_MO,18,8,22.262,0,0
Irf8_MO,18,9,25.416,0,0
Irf8_MO,18,10,18.739,0,0
Irf8_MO,18,11,27.85,0,0
Irf8_MO,18,12,46.318,0,0
Irf8_MO,18,13,33.615,0,0
Irf8_MO,18,14,4.306,0,0
Irf8_MO,18,15,6.136,0,0
Irf8_MO,19,1,41.512,3,0
Irf8_MO,19,2,11.359,3,0
Irf8_MO,19,3,22.34,3,0
Irf8_MO,19,4,7.995,3,0
Irf8_MO,19,5,33.244,3,0
Irf8_MO,19,6,46.512,3,0
Irf8_MO,19,7,13.678,3,0
Irf8_MO,19,8,13.172,3,0
Irf8_MO,19,9,22.089,3,0
Irf8_MO,19,10,45.108,3,0
Irf8_MO,19,11,33.126,3,0
Irf8_MO,20,1,6.461,1,0
Irf8_MO,20,2,9.62,1,0
Irf8_MO,20,3,13.792,1,0
Irf8_MO,20,4,16.437,1,0
Irf8_MO,20,5,5.472,1,0
Irf8_MO,20,6,8.658,1,0
Irf8_MO,20,7,4.856,1,0
Irf8_MO,20,8,5.681,1,0
Irf8_MO,20,9,8.683,1,0
Irf8_MO,20,10,12.323,1,0
Irf8_MO,20,11,10.672,1,0
Irf8_MO,20,12,6.439,1,0
Irf8_MO,20,13,10.076,1,0
Irf8_MO,20,14,12.897,1,0
Irf8_MO,20,15,19.151,1,0
Irf8_MO,20,16,21.071,1,0
Irf8_MO,20,17,16.356,1,0
Irf8_MO,20,18,28.289,1,0
Irf8_MO,20,19,7.767,1,0
Irf8_MO,20,20,2.314,1,0
Irf8_MO,20,21,13.013,1,0
Irf8_MO,20,22,20.388,1,0
Irf8_MO,20,23,6.872,1,0
Irf8_MO,20,24,28.432,1,0
Irf8_MO,20,25,31.153,1,0
Irf8_MO,21,1,22.698,2,1
Irf8_MO,21,2,23.642,2,1
Irf8_MO,21,3,5.681,2,1
Irf8_MO,21,4,5.542,2,1
Irf8_MO,21,5,10.536,2,1
Irf8_MO,21,6,14.201,2,1
Irf8_MO,21,7,26.34,2,1
Irf8_MO,21,8,27.165,2,1
Irf8_MO,21,9,6.781,2,1
Irf8_MO,21,10,27.743,2,1
Irf8_MO,21,11,51.856,2,1
Irf8_MO,21,12,15.392,2,1
Irf8_MO,21,13,24.031,2,1
Irf8_MO,21,14,37.703,2,1
Irf8_MO,21,15,25.77,2,1
Irf8_MO,21,16,3.255,2,1
Irf8_MO,21,17,7.464,2,1
Irf8_MO,21,18,52.044,2,1
Irf8_MO,21,19,6.112,2,1
Irf8_MO,21,20,3.917,2,1
Irf8_MO,21,21,1.489,2,1
Irf8_MO,22,1,24.534,0,1
Irf8_MO,22,2,34.092,0,1
Irf8_MO,22,3,41.516,0,1
Irf8_MO,22,4,35.355,0,1
Irf8_MO,22,5,27.992,0,1
Irf8_MO,22,6,15.177,0,1
Irf8_MO,22,7,39.928,0,1
Irf8_MO,22,8,8.224,0,1
Irf8_MO,22,9,54.035,0,1
Irf8_MO,22,10,40.01,0,1
Irf8_MO,22,11,32.229,0,1
Irf8_MO,22,12,22.495,0,1
Irf8_MO,22,13,42.609,0,1
Irf8_MO,22,14,17.34,0,1
Irf8_MO,23,1,25.339,0,0
Irf8_MO,23,2,32.784,0,0
Irf8_MO,23,3,29.165,0,0
Irf8_MO,23,4,18.88,0,0
Irf8_MO,23,5,45.519,0,0
Irf8_MO,23,6,16.106,0,0
Irf8_MO,23,7,35.972,0,0
Irf8_MO,23,8,22.104,0,0
Irf8_MO,23,9,20.664,0,0
Irf8_MO,23,10,28.952,0,0
Irf8_MO,23,11,8.775,0,0
Irf8_MO,23,12,20.255,0,0
Irf8_MO,23,13,6.733,0,0
Irf8_MO,23,14,31.387,0,0
Irf8_MO,23,15,9.847,0,0
Irf8_MO,23,16,26.754,0,0
Irf8_MO,24,1,33.452,0,0
Irf8_MO,24,2,19.473,0,0
Irf8_MO,24,3,18.119,0,0
Irf8_MO,24,4,32.649,0,0
Irf8_MO,24,5,26.915,0,0
Irf8_MO,24,6,34.919,0,0
Irf8_MO,24,7,9.049,0,0
Irf8_MO,24,8,21.169,0,0
Irf8_MO,24,9,35.6,0,0
Irf8_MO,24,10,10.678,0,0
Irf8_MO,24,11,35.42,0,0
Irf8_MO,24,12,34.041,0,0
Irf8_MO,24,13,20.319,0,0
Irf8_MO,24,14,17.846,0,0
Irf8_MO,24,15,16.814,0,0
Irf8_MO,24,16,37.64,0,0
Irf8_MO,24,17,22.175,0,0
Irf8_MO,24,18,18.601,0,0
Irf8_MO,24,19,18.744,0,0
Irf8_MO,24,20,16.034,0,0
Irf8_MO,24,21,19.628,0,0
Irf8_MO,25,1,12.322,2,0
Irf8_MO,25,2,8.247,2,0
Irf8_MO,25,3,9.206,2,0
Irf8_MO,25,4,5.889,2,0
Irf8_MO,25,5,29.895,2,0
Irf8_MO,25,6,19.245,2,0
Irf8_MO,25,7,16.313,2,0
Irf8_MO,25,8,6.461,2,0
Irf8_MO,25,9,4.536,2,0
Irf8_MO,25,10,5.52,2,0
Irf8_MO,25,11,6.847,2,0
Irf8_MO,25,12,22.836,2,0
Irf8_MO,25,13,18.829,2,0
Irf8_MO,25,14,30.814,2,0
Irf8_MO,25,15,11.846,2,0
Irf8_MO,25,16,7.075,2,0
Irf8_MO,25,17,18.896,2,0
Irf8_MO,25,18,23.481,2,0
Irf8_MO,25,19,34.092,2,0
Irf8_MO,25,20,19.701,2,0
Irf8_MO,25,21,22.332,2,0
Irf8_MO,25,22,23.548,2,0
Irf8_MO,25,23,14.334,2,0
Irf8_MO,25,24,17.751,2,0
Irf8_MO,25,25,9.095,2,0
Irf8_MO,25,26,8.867,2,0
Irf8_MO,25,27,13.308,2,0
Irf8_MO,25,28,30.534,2,0
Irf8_MO,25,29,9.942,2,0
Irf8_MO,25,30,7.996,2,0
Irf8_MO,25,31,18.986,2,0
Irf8_MO,25,32,23.438,2,0
Irf8_MO,25,33,16.083,2,0
Irf8_MO,25,34,5.133,2,0
Irf8_MO,25,35,18.191,2,0
Irf8_MO,25,36,17.587,2,0
Irf8_MO,26,1,10.489,3,0
Irf8_MO,26,2,12.694,3,0
Irf8_MO,26,3,25.5,3,0
Irf8_MO,26,4,16.128,3,0
Irf8_MO,26,5,19.929,3,0
Irf8_MO,26,6,19.2,3,0
Irf8_MO,26,7,6.045,3,0
Irf8_MO,26,8,22.363,3,0
Irf8_MO,26,9,32.209,3,0
Irf8_MO,26,10,18.486,3,0
Irf8_MO,26,11,8.842,3,0
Irf8_MO,26,12,24.851,3,0
Irf8_MO,26,13,19.127,3,0
Irf8_MO,26,14,19.927,3,0
Irf8_MO,26,15,23.592,3,0
Irf8_MO,26,16,27.512,3,0
Irf8_MO,26,17,25.866,3,0
Irf8_MO,26,18,27.264,3,0
Irf8_MO,26,19,34.936,3,0
Irf8_MO,26,20,28.338,3,0
Irf8_MO,26,21,5.43,3,0
Irf8_MO,27,1,34.207,0,1
Irf8_MO,27,2,5.225,0,1
Irf8_MO,27,3,23.758,0,1
Irf8_MO,27,4,9.003,0,1
Irf8_MO,27,5,26.322,0,1
Irf8_MO,27,6,23.984,0,1
Irf8_MO,27,7,36.958,0,1
Irf8_MO,27,8,17.847,0,1
Irf8_MO,27,9,11.114,0,1
Irf8_MO,27,10,30.116,0,1
Irf8_MO,27,11,14.592,0,1
Irf8_MO,27,12,11.247,0,1
Irf8_MO,27,13,3.414,0,1
Irf8_MO,27,14,10.7,0,1
Irf8_MO,27,15,6.003,0,1
Irf8_MO,27,16,29.167,0,1
Irf8_MO,27,17,17.822,0,1
Irf8_MO,27,18,14.595,0,1
Irf8_MO,27,19,29.719,0,1
Irf8_MO,27,20,22.589,0,1
Irf8_MO,27,21,17.892,0,1
