cell_id,area,dff,dur,dist_to_soma,acq_dur
31,14.6812,0.05972137,50,NA,600
31,16.6464,0.057324804,30,58.893166,600
31,10.0572,0.076637045,180,48.62476,600
31,10.6352005,0.08967378,40,7.788719,600
31,8.67,0.071748145,140,5.3503003,600
31,22.6576,0.23775448,20,44.81566,600
31,11.791201,0.06770028,50,55.842167,600
31,11.791201,0.07422956,90,32.044273,600
31,6.8203998,0.0536203,100,0,600
31,12.831601,0.07222948,40,7.0456166,600
31,10.288401,0.09475917,50,14.647099,600
31,5.8956003,0.06401056,140,0.056666665,600
31,4.2772,0.06305395,50,0,600
31,6.7047997,0.0677477,40,7.777275,600
31,4.7396,0.06514137,90,7.480001,600
31,10.6352005,0.075275935,40,8.978942,600
31,5.78,0.05112811,40,0,600
31,7.2828,0.072192416,30,38.237938,600
31,6.5892005,0.06568582,50,25.744375,600
31,6.5892005,0.13477446,100,NA,600
31,3.3523998,0.12306193,40,5.15391,600
31,7.3984003,0.10597328,30,66.450516,600
31,4.5084,0.09172658,50,15.144247,600
31,1.156,0.069603175,20,47.003845,600
31,4.8552,0.06667446,50,48.598206,600
31,3.0056,0.056897372,30,45.56055,600
31,2.6588001,0.0749417,20,59.163906,600
31,4.7396,0.10896308,40,15.64,600
31,2.312,0.11476424,50,5.2124515,600
31,4.046,0.08275264,30,12.528761,600
31,3.3523998,0.06872586,50,29.282328,600
31,1.9652001,0.07940188,40,41.825527,600
31,1.9652001,0.093342714,40,0,600
31,1.0404,0.07266066,20,67.34146,600
31,2.1964,0.06629755,20,9.236493,600
31,1.3872,0.069160074,50,12.52789,600
31,1.3872,0.11349887,30,9.42734,600
31,1.156,0.07711524,30,54.430794,600
31,1.2716,0.12259557,40,5.607424,600
31,1.5028,0.066875115,20,1.830956,600
31,1.156,0.07313424,40,66.64347,600
